Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
Time 		E1		I1		E2		I2		E3		I3		E4		I4		
(ms)		(V)		(A)		(V)		(A)		(V)		(A)		(V)		(A)		
32.520		-147.4		-0.011		208.0		0.306		-53.5		-0.004		207.4		0.301		
32.617		-150.5		0.002		209.3		0.304		-46.9		0.000		208.3		0.301		
32.715		-157.5		0.002		204.9		0.300		-40.7		-0.004		205.2		0.293		
32.813		-159.3		0.011		201.0		0.298		-31.5		0.004		199.6		0.286		
32.910		-165.9		-0.006		196.6		0.293		-25.8		0.004		194.3		0.276		
33.008		-167.7		-0.011		189.6		0.268		-23.2		0.004		193.0		0.278		
33.105		-173.8		-0.008		184.3		0.268		-15.3		-0.004		184.3		0.280		
33.203		-177.3		-0.015		179.1		0.272		-6.1		-0.004		181.7		0.265		
33.301		-180.0		-0.008		176.9		0.264		1.3		0.008		175.7		0.271		
33.398		-185.3		-0.011		172.1		0.262		12.7		-0.019		173.0		0.256		
33.496		-186.6		0.004		171.2		0.255		20.6		0.004		170.0		0.252		
33.594		-189.7		0.000		164.2		0.249		27.6		-0.002		163.9		0.239		
33.691		-194.5		-0.004		161.1		0.243		35.0		0.006		159.1		0.239		
33.789		-196.7		-0.015		156.3		0.226		43.8		-0.002		154.8		0.231		
33.887		-198.5		-0.002		151.9		0.236		48.2		-0.004		150.4		0.224		
33.984		-200.2		-0.013		145.4		0.213		54.8		0.000		145.7		0.216		
34.082		-200.7		-0.004		142.3		0.217		62.7		-0.002		140.9		0.218		
34.180		-205.5		-0.002		138.8		0.198		69.7		-0.004		137.4		0.214		
34.277		-208.1		0.004		134.9		0.196		74.0		0.013		133.5		0.201		
34.375		-207.3		0.000		128.7		0.194		81.9		-0.013		128.7		0.188		
34.473		-209.5		-0.015		123.9		0.203		91.1		-0.004		122.6		0.188		
34.570		-212.5		-0.011		117.8		0.179		92.9		0.006		120.9		0.171		
34.668		-210.3		0.000		115.6		0.182		97.7		0.006		117.0		0.177		
34.766		-207.7		-0.004		112.5		0.169		105.6		-0.006		113.5		0.150		
34.863		-213.9		-0.004		107.3		0.158		107.3		0.019		110.4		0.160		
34.961		-213.4		0.006		106.8		-0.027		108.7		0.192		119.1		0.171		
35.059		-210.3		-0.008		99.0		-0.002		115.2		0.161		117.0		0.182		
35.156		-210.8		-0.002		91.5		0.002		120.9		0.180		117.8		0.182		
35.254		-212.1		-0.002		86.7		0.000		124.0		0.180		122.6		0.175		
35.352		-212.5		-0.015		82.3		-0.004		127.1		0.182		130.4		0.190		
35.449		-210.8		-0.011		78.8		0.011		135.8		0.205		131.7		0.194		
35.547		-214.3		-0.004		73.6		0.002		135.4		0.205		135.7		0.201		
35.645		-210.3		-0.011		67.4		0.004		137.1		0.215		141.7		0.222		
35.742		-211.2		-0.017		57.4		-0.006		143.7		0.209		146.5		0.218		
35.840		-213.0		-0.011		50.8		-0.011		149.0		0.220		150.0		0.218		
35.938		-208.1		-0.008		44.7		-0.002		153.8		0.222		150.4		0.220		
36.035		-201.5		0.006		36.8		0.011		156.8		0.237		157.4		0.235		
36.133		-202.0		-0.002		28.0		0.008		164.7		0.224		160.4		0.239		
36.230		-198.5		-0.011		18.8		-0.011		165.6		0.249		164.3		0.254		
36.328		-191.4		-0.002		18.0		-0.008		167.8		0.247		168.3		0.235		
36.426		-187.0		-0.004		10.9		-0.011		171.3		0.251		170.9		0.248		
36.523		-184.4		0.002		3.1		0.002		178.3		0.272		183.0		0.256		
36.621		-177.8		-0.004		-3.1		0.011		182.3		0.270		180.0		0.276		
36.719		-174.3		-0.013		-13.1		0.000		188.8		0.275		186.1		0.276		
36.816		-173.4		-0.002		-20.1		-0.002		188.8		0.279		190.4		0.274		
36.914		-166.3		-0.008		-32.0		0.000		192.8		0.289		192.2		0.286		
37.012		-162.8		-0.006		-35.5		0.002		195.0		0.304		195.7		0.284		
37.109		-155.8		-0.004		-40.7		0.017		197.6		0.300		197.8		0.297		
37.207		-152.3		-0.002		-51.2		-0.015		199.3		0.298		198.7		0.293		
37.305		-150.1		-0.002		-54.3		0.013		201.5		0.296		203.0		0.308		
37.402		-143.9		-0.002		-61.7		-0.004		204.6		0.298		203.5		0.314		
37.500		-138.6		0.002		-70.1		0.004		202.4		0.287		208.3		0.303		
37.598		-135.5		-0.002		-78.4		0.008		204.6		0.310		207.8		0.297		
37.695		-131.1		-0.011		-82.8		0.000		209.4		0.304		207.8		0.314		
37.793		-126.3		0.000		-89.8		-0.011		209.4		0.306		210.4		0.323		
37.891		-124.5		-0.004		-94.1		0.000		212.0		0.310		211.3		0.303		
37.988		-118.8		-0.008		-99.0		0.000		212.0		0.313		211.7		0.308		
38.086		-114.0		-0.008		-104.2		-0.011		209.4		0.302		213.0		0.308		
38.184		-106.9		-0.002		-109.0		-0.011		211.2		0.319		210.4		0.318		
38.281		-103.4		-0.004		-112.5		-0.011		212.5		0.315		210.4		0.312		
38.379		-101.7		0.002		-116.5		-0.004		210.3		0.323		212.2		0.314		
38.477		-92.0		0.004		-120.0		-0.015		211.2		0.319		213.0		0.321		
38.574		-88.4		-0.011		-125.2		0.000		211.6		0.323		209.1		0.310		
38.672		-84.0		-0.008		-133.6		-0.004		216.9		0.315		213.5		0.316		
38.770		-77.0		-0.019		-134.4		-0.002		212.0		0.313		212.6		0.316		
38.867		-75.2		-0.015		-139.2		0.006		212.9		0.317		210.9		0.316		
38.965		-68.2		0.000		-142.3		0.000		214.2		0.325		213.5		0.303		
39.063		-66.0		-0.006		-144.1		-0.011		213.8		0.321		214.3		0.321		
39.160		-55.4		0.000		-147.6		-0.015		210.3		0.317		210.9		0.318		
39.258		-47.5		-0.008		-155.4		0.006		210.3		0.310		212.2		0.301		
39.355		-40.0		-0.013		-157.6		0.011		207.2		0.317		206.5		0.299		
39.453		-33.4		-0.015		-160.7		-0.015		203.3		0.302		205.7		0.286		
39.551		-28.6		-0.006		-166.0		0.006		203.3		0.296		202.2		0.297		
39.648		-20.7		-0.011		-172.1		0.008		196.3		0.291		195.7		0.293		
39.746		-14.1		0.002		-175.2		0.000		192.3		0.296		194.3		0.282		
39.844		-7.0		-0.013		-178.2		0.004		187.5		0.279		184.8		0.284		
39.941		-3.1		0.004		-176.5		-0.002		180.1		0.260		180.0		0.267		
40.039		7.0		0.000		-184.3		0.002		176.1		0.256		177.4		0.267		
40.137		18.5		0.013		-190.5		-0.013		170.0		0.243		172.6		0.274		
40.234		25.5		0.004		-194.0		0.004		164.7		0.249		170.4		0.246		
40.332		31.2		0.011		-194.4		-0.006		159.9		0.241		161.7		0.248		
40.430		37.8		0.006		-197.9		-0.006		156.4		0.234		158.3		0.229		
40.527		44.4		-0.002		-201.0		0.000		154.7		0.230		154.3		0.235		
40.625		52.4		-0.002		-203.2		0.004		150.3		0.218		150.9		0.222		
40.723		59.8		0.000		-208.4		-0.006		144.1		0.220		148.3		0.216		
40.820		65.6		-0.008		-207.1		-0.002		138.4		0.201		142.6		0.214		
40.918		75.7		0.000		-208.9		-0.002		134.9		0.203		136.1		0.209		
41.016		80.1		0.008		-208.0		0.000		132.3		0.192		132.6		0.192		
41.113		84.5		0.006		-211.9		0.000		125.7		0.188		124.8		0.190		
41.211		92.4		0.004		-215.0		0.004		126.6		0.188		123.5		0.182		
41.309		100.3		0.004		-212.4		0.008		119.2		0.182		118.7		0.177		
41.406		105.6		-0.002		-212.4		0.000		112.6		0.167		110.0		0.173		
41.504		107.8		0.004		-215.4		-0.008		106.9		0.163		106.1		0.167		
41.602		108.3		0.114		-211.1		-0.013		106.0		0.021		107.0		0.150		
41.699		114.0		0.177		-216.3		0.000		102.5		-0.013		117.0		0.171		
41.797		119.7		0.181		-215.0		-0.013		95.1		-0.004		119.6		0.188		
41.895		123.2		0.190		-214.6		-0.002		87.6		-0.006		123.5		0.182		
41.992		128.5		0.188		-215.4		0.000		84.6		-0.004		127.4		0.190		
42.090		132.0		0.200		-215.9		0.002		82.4		-0.006		131.3		0.188		
42.188		136.4		0.192		-209.3		0.019		73.6		0.004		137.0		0.201		
42.285		139.1		0.209		-211.9		-0.006		67.9		0.006		140.0		0.203		
42.383		142.6		0.211		-212.4		0.004		64.4		-0.004		143.0		0.222		
42.480		149.2		0.219		-212.4		0.000		57.8		0.006		148.3		0.222		
42.578		152.3		0.226		-208.9		0.000		46.9		-0.002		151.3		0.222		
42.676		158.4		0.242		-207.6		-0.006		39.0		0.008		155.2		0.209		
42.773		161.9		0.224		-201.9		0.004		39.0		-0.004		159.1		0.237		
42.871		163.7		0.240		-196.2		0.004		28.5		-0.002		160.9		0.244		
42.969		169.4		0.255		-191.4		0.002		22.8		-0.004		167.0		0.254		
43.066		172.9		0.253		-189.2		-0.002		15.3		-0.008		170.9		0.252		
43.164		176.5		0.253		-186.1		-0.008		8.8		-0.002		174.8		0.271		
43.262		180.4		0.255		-179.1		-0.015		0.4		0.004		179.1		0.263		
43.359		179.5		0.280		-176.9		-0.013		-8.3		-0.015		184.3		0.263		
43.457		184.4		0.272		-173.8		0.004		-18.8		-0.008		182.2		0.278		
43.555		190.1		0.272		-165.5		0.017		-27.6		-0.002		187.4		0.274		
43.652		192.7		0.274		-164.2		-0.006		-35.5		-0.002		193.0		0.286		
43.750		194.1		0.308		-158.9		0.004		-40.3		-0.002		193.5		0.293		
43.848		196.7		0.291		-153.7		-0.006		-51.3		-0.017		198.3		0.299		
43.945		201.5		0.283		-151.1		-0.008		-52.6		-0.006		200.9		0.301		
44.043		202.0		0.293		-144.9		0.004		-60.9		-0.013		203.5		0.291		
44.141		204.6		0.299		-141.9		0.000		-64.8		-0.002		204.8		0.306		
44.238		205.9		0.306		-137.9		-0.008		-75.4		0.006		207.8		0.303		
44.336		208.1		0.323		-133.1		-0.017		-81.1		-0.004		207.4		0.321		
44.434		210.3		0.306		-126.5		-0.008		-85.4		-0.011		207.4		0.310		
44.531		210.8		0.299		-124.4		0.011		-93.8		-0.004		209.1		0.308		
44.629		209.9		0.318		-118.7		0.000		-99.5		0.004		207.0		0.312		
44.727		211.7		0.304		-113.4		-0.013		-104.7		-0.004		210.0		0.310		
44.824		213.9		0.306		-112.1		-0.002		-108.7		-0.002		209.1		0.323		
44.922		212.1		0.318		-108.2		0.000		-110.4		-0.004		210.4		0.306		
45.020		210.8		0.310		-99.8		-0.002		-113.9		-0.021		208.7		0.306		
45.117		208.6		0.308		-94.6		0.000		-120.5		-0.004		211.7		0.291		
45.215		212.5		0.321		-92.8		-0.008		-124.0		-0.006		212.2		0.308		
45.313		213.0		0.308		-85.4		-0.004		-127.1		0.004		213.0		0.310		
45.410		213.9		0.312		-79.7		-0.011		-135.4		-0.008		210.9		0.303		
45.508		209.5		0.321		-78.8		-0.002		-134.9		0.002		210.9		0.316		
45.605		213.0		0.299		-70.5		-0.002		-137.1		-0.019		210.0		0.293		
45.703		210.8		0.304		-62.2		0.004		-141.9		0.008		210.9		0.318		
45.801		211.2		0.308		-54.3		-0.019		-150.7		-0.006		209.1		0.310		
45.898		209.9		0.306		-46.4		-0.002		-155.5		-0.002		207.0		0.312		
45.996		210.8		0.312		-40.3		0.000		-155.5		0.006		204.3		0.303		
46.094		205.1		0.302		-33.3		-0.002		-161.2		-0.006		203.5		0.308		
46.191		198.0		0.299		-26.7		0.000		-163.9		-0.008		199.6		0.291		
46.289		197.6		0.291		-21.5		-0.002		-170.0		-0.004		192.6		0.276		
46.387		189.7		0.278		-14.0		-0.017		-176.1		0.000		189.6		0.284		
46.484		185.3		0.266		-8.3		-0.002		-176.1		0.004		183.5		0.267		
46.582		178.7		0.264		2.6		0.008		-180.9		-0.006		180.9		0.265		
46.680		175.1		0.266		8.3		0.013		-183.1		-0.002		174.8		0.261		
46.777		170.3		0.255		15.8		-0.002		-187.1		-0.002		172.2		0.256		
46.875		169.0		0.259		25.0		-0.011		-191.9		-0.004		167.4		0.246		
46.973		161.9		0.247		30.7		-0.008		-196.3		-0.004		162.6		0.254		
47.070		159.3		0.251		36.3		0.015		-199.3		-0.004		158.3		0.239		
47.168		153.6		0.230		44.2		-0.019		-202.4		-0.004		151.7		0.229		
47.266		148.3		0.217		50.4		0.013		-203.3		0.004		149.1		0.220		
47.363		149.2		0.213		60.4		0.011		-206.8		0.004		144.8		0.216		
47.461		142.1		0.192		64.4		0.008		-207.2		0.000		139.6		0.207		
47.559		139.1		0.200		71.4		0.004		-210.3		-0.002		133.0		0.194		
47.656		133.3		0.190		78.8		0.004		-210.7		-0.006		130.0		0.212		
47.754		129.4		0.181		84.9		-0.002		-209.4		-0.004		129.1		0.182		
47.852		122.8		0.173		92.0		0.004		-210.3		0.000		125.2		0.184		
47.949		120.1		0.181		94.6		0.000		-211.6		0.000		120.0		0.182		
48.047		117.1		0.167		100.3		-0.011		-213.4		0.008		113.5		0.173		
48.145		108.3		0.160		105.1		0.002		-210.7		-0.006		108.3		0.158		
48.242		107.4		0.103		108.6		0.076		-213.8		-0.002		107.8		0.162		
48.340		99.9		0.002		112.5		0.175		-212.5		-0.008		115.7		0.173		
48.438		99.4		0.006		119.1		0.167		-215.1		-0.011		117.0		0.182		
48.535		90.6		-0.013		122.2		0.179		-214.2		-0.013		126.1		0.201		
48.633		85.4		0.004		126.5		0.184		-214.2		0.000		129.1		0.188		
48.730		80.1		0.004		130.0		0.192		-215.6		0.002		131.3		0.197		
48.828		77.4		-0.006		135.3		0.194		-214.7		0.002		133.5		0.194		
48.926		71.3		0.002		137.1		0.213		-213.4		0.002		138.7		0.199		
49.023		66.4		-0.004		143.6		0.215		-213.8		0.000		142.6		0.214		
49.121		58.5		0.004		146.3		0.211		-215.1		0.006		144.8		0.222		
49.219		50.6		-0.017		150.2		0.226		-211.6		0.011		151.7		0.220		
49.316		43.1		0.015		153.3		0.236		-208.1		-0.002		155.7		0.226		
49.414		35.6		0.006		156.8		0.236		-208.1		0.002		157.0		0.252		
49.512		30.4		0.002		160.7		0.245		-204.2		0.000		161.7		0.246		
49.609		22.9		-0.002		167.7		0.258		-200.2		0.004		164.8		0.246		
49.707		16.3		0.004		166.8		0.258		-193.2		-0.017		170.9		0.254		
49.805		12.3		0.006		173.4		0.253		-190.1		-0.017		173.5		0.250		
49.902		4.4		-0.013		176.9		0.270		-184.0		-0.008		176.1		0.259		
