Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
Time 		E1		I1		E2		I2		E3		I3		E4		I4		
(ms)		(V)		(A)		(V)		(A)		(V)		(A)		(V)		(A)		
33.008		-170.3		-0.259		186.5		0.262		-19.3		-0.004		366.1		0.267		
33.105		-176.5		-0.270		181.3		0.270		-11.8		-0.011		360.0		0.265		
33.203		-179.1		-0.257		179.1		0.251		-3.5		0.011		358.7		0.263		
33.301		-182.2		-0.264		173.8		0.266		3.1		0.002		360.0		0.267		
33.398		-184.8		-0.272		172.1		0.262		12.3		0.004		358.3		0.254		
33.496		-188.8		-0.272		166.0		0.260		25.0		0.008		356.5		0.263		
33.594		-193.6		-0.253		161.1		0.260		32.4		0.004		354.8		0.263		
33.691		-194.1		-0.270		158.1		0.262		37.7		0.000		352.6		0.265		
33.789		-198.9		-0.259		152.8		0.258		42.1		0.008		350.4		0.254		
33.887		-202.0		-0.266		147.1		0.262		51.3		-0.002		349.6		0.252		
33.984		-203.3		-0.257		143.2		0.247		55.6		0.008		346.1		0.254		
34.082		-207.3		-0.247		136.6		0.266		65.3		0.008		345.7		0.237		
34.180		-209.5		-0.247		134.9		0.251		71.0		-0.004		344.3		0.263		
34.277		-209.0		-0.242		130.9		0.239		77.5		-0.011		340.9		0.254		
34.375		-208.6		-0.253		127.4		0.232		84.6		0.000		332.6		0.246		
34.473		-212.5		-0.253		123.0		0.243		88.5		0.006		331.3		0.237		
34.570		-212.5		-0.253		118.7		0.234		98.1		-0.006		330.4		0.239		
34.668		-213.4		-0.253		113.8		0.239		101.2		-0.011		328.7		0.241		
34.766		-211.7		-0.249		109.9		0.239		107.3		-0.013		321.7		0.246		
34.863		-211.7		-0.249		106.8		0.179		106.9		0.053		318.3		0.237		
34.961		-216.1		-0.253		98.5		0.002		112.2		0.243		324.8		0.241		
35.059		-211.2		-0.247		92.8		0.008		115.7		0.241		329.6		0.237		
35.156		-212.5		-0.259		89.8		0.006		121.8		0.253		335.7		0.239		
35.254		-213.4		-0.240		85.4		0.002		124.4		0.262		338.3		0.254		
35.352		-210.8		-0.253		76.2		-0.002		130.1		0.247		341.3		0.250		
35.449		-213.4		-0.257		74.0		0.004		135.8		0.249		342.6		0.256		
35.547		-213.4		-0.257		69.6		0.002		138.0		0.249		350.9		0.256		
35.645		-213.0		-0.266		63.1		0.006		141.5		0.262		352.2		0.259		
35.742		-211.2		-0.268		56.0		0.002		143.7		0.260		355.7		0.269		
35.840		-209.9		-0.257		47.7		0.004		153.3		0.249		359.6		0.263		
35.938		-210.3		-0.266		40.7		0.000		154.7		0.262		362.6		0.261		
36.035		-204.6		-0.270		35.0		0.006		158.2		0.264		364.3		0.256		
36.133		-201.1		-0.283		27.6		0.008		161.2		0.258		365.2		0.274		
36.230		-197.1		-0.274		22.3		-0.002		168.2		0.258		362.2		0.263		
36.328		-192.7		-0.276		14.4		-0.002		172.6		0.264		363.9		0.259		
36.426		-188.8		-0.272		8.3		0.004		173.5		0.275		363.5		0.261		
36.523		-180.9		-0.268		3.1		0.013		181.4		0.253		357.4		0.280		
36.621		-176.0		-0.261		-10.9		0.004		184.9		0.268		357.4		0.248		
36.719		-172.1		-0.266		-15.8		-0.011		185.8		0.268		360.4		0.269		
36.816		-171.2		-0.264		-21.9		-0.006		191.5		0.272		360.9		0.263		
36.914		-164.6		-0.276		-31.1		-0.008		191.5		0.260		357.8		0.265		
37.012		-160.2		-0.257		-37.2		0.000		198.5		0.264		357.4		0.252		
37.109		-156.7		-0.259		-45.5		0.006		201.1		0.251		358.7		0.267		
37.207		-150.9		-0.264		-53.0		-0.015		202.8		0.249		350.9		0.250		
37.305		-148.3		-0.266		-57.8		-0.002		207.2		0.249		349.1		0.248		
37.402		-141.3		-0.257		-67.0		0.008		203.7		0.264		346.1		0.254		
37.500		-139.9		-0.249		-74.0		-0.008		209.0		0.251		346.1		0.244		
37.598		-137.3		-0.253		-81.9		-0.006		209.9		0.258		340.0		0.235		
37.695		-128.1		-0.245		-86.3		0.000		209.0		0.237		339.1		0.248		
37.793		-127.6		-0.257		-91.5		-0.002		207.7		0.247		333.0		0.252		
37.891		-121.5		-0.249		-96.3		0.002		214.7		0.260		330.4		0.246		
37.988		-119.3		-0.236		-103.3		-0.004		212.5		0.230		328.7		0.248		
38.086		-107.8		-0.240		-109.0		-0.011		211.2		0.234		322.6		0.229		
38.184		-111.8		-0.205		-111.7		-0.040		212.9		0.241		320.9		0.226		
38.281		-109.1		0.034		-113.0		-0.253		212.5		0.228		327.8		0.231		
38.379		-98.1		-0.002		-120.0		-0.236		215.6		0.245		330.9		0.248		
38.477		-92.0		-0.004		-125.7		-0.249		213.8		0.258		336.5		0.244		
38.574		-86.2		0.002		-129.6		-0.258		213.8		0.251		343.5		0.246		
38.672		-81.4		-0.013		-136.2		-0.251		212.5		0.253		344.3		0.252		
38.770		-77.9		-0.017		-138.4		-0.264		211.2		0.237		347.8		0.252		
38.867		-71.3		-0.011		-137.1		-0.266		210.3		0.251		348.3		0.259		
38.965		-67.3		-0.013		-142.7		-0.247		211.6		0.262		353.9		0.259		
39.063		-59.8		0.000		-143.2		-0.266		209.4		0.268		357.0		0.254		
39.160		-53.7		-0.006		-151.1		-0.279		212.0		0.262		358.3		0.265		
39.258		-47.5		0.002		-153.3		-0.264		211.6		0.275		365.2		0.269		
39.355		-39.2		-0.004		-157.6		-0.270		208.1		0.260		365.7		0.274		
39.453		-31.7		-0.002		-164.6		-0.274		203.3		0.258		367.0		0.280		
39.551		-26.4		0.002		-167.3		-0.268		199.3		0.262		366.5		0.271		
39.648		-18.5		-0.006		-171.2		-0.270		193.6		0.266		364.3		0.259		
39.746		-9.7		-0.002		-173.8		-0.268		191.0		0.268		363.5		0.265		
39.844		-3.5		0.008		-180.4		-0.272		188.4		0.253		361.3		0.274		
39.941		4.4		-0.008		-182.2		-0.268		180.9		0.258		361.3		0.259		
40.039		10.6		0.011		-187.4		-0.264		177.4		0.258		359.6		0.265		
40.137		19.8		-0.011		-194.0		-0.266		169.1		0.249		358.7		0.261		
40.234		28.6		0.002		-194.4		-0.258		161.7		0.264		357.8		0.263		
40.332		35.6		0.006		-194.4		-0.258		160.8		0.260		357.0		0.261		
40.430		40.9		0.002		-200.5		-0.264		154.2		0.260		357.4		0.248		
40.527		47.5		-0.002		-204.5		-0.262		151.2		0.251		353.0		0.259		
40.625		57.6		0.002		-204.5		-0.258		148.5		0.258		352.6		0.271		
40.723		63.4		-0.013		-207.6		-0.255		143.7		0.256		349.6		0.254		
40.820		72.2		0.002		-207.6		-0.264		137.6		0.251		344.8		0.250		
40.918		76.1		-0.008		-209.7		-0.251		132.3		0.247		343.0		0.246		
41.016		83.2		0.000		-210.6		-0.249		130.1		0.243		339.6		0.259		
41.113		92.0		0.006		-214.1		-0.241		124.4		0.239		333.5		0.244		
41.211		94.6		0.000		-211.9		-0.243		123.1		0.247		330.0		0.250		
41.309		102.5		0.000		-213.7		-0.243		113.5		0.237		329.6		0.237		
41.406		106.1		-0.002		-213.7		-0.230		110.4		0.234		325.7		0.239		
41.504		111.3		0.040		-213.7		-0.232		106.5		0.196		323.5		0.235		
41.602		111.3		0.247		-211.5		-0.236		102.1		0.002		327.4		0.237		
41.699		114.0		0.259		-213.7		-0.234		97.7		0.004		332.6		0.248		
41.797		123.7		0.251		-212.4		-0.251		91.6		0.004		336.1		0.244		
41.895		125.4		0.253		-215.0		-0.251		86.7		-0.004		339.1		0.248		
41.992		131.1		0.266		-215.0		-0.268		85.0		-0.006		340.9		0.250		
42.090		132.5		0.257		-214.1		-0.262		80.6		-0.006		347.0		0.254		
42.188		138.2		0.255		-213.7		-0.247		73.6		-0.006		349.6		0.261		
42.285		140.4		0.255		-215.9		-0.255		67.9		-0.013		352.2		0.254		
42.383		146.1		0.264		-211.5		-0.272		61.3		0.002		359.6		0.263		
42.480		148.3		0.272		-212.8		-0.266		52.6		-0.004		359.1		0.256		
42.578		154.0		0.270		-210.6		-0.277		45.6		0.004		363.5		0.269		
42.676		158.0		0.270		-206.7		-0.268		38.1		-0.013		363.0		0.274		
42.773		162.4		0.270		-202.3		-0.264		30.2		0.000		363.0		0.265		
42.871		166.8		0.264		-197.5		-0.266		26.7		0.000		362.6		0.261		
42.969		171.2		0.261		-194.4		-0.262		20.2		0.000		360.0		0.265		
43.066		175.6		0.264		-190.5		-0.264		15.8		0.008		362.2		0.263		
43.164		179.5		0.261		-184.3		-0.264		3.9		-0.002		360.0		0.261		
43.262		181.3		0.268		-180.8		-0.266		-3.5		0.002		358.3		0.263		
43.359		184.4		0.255		-172.1		-0.270		-11.8		0.000		356.1		0.254		
43.457		187.9		0.259		-169.0		-0.253		-21.5		-0.006		358.7		0.252		
43.555		189.7		0.261		-166.4		-0.266		-27.2		-0.004		353.9		0.269		
43.652		192.7		0.259		-159.4		-0.260		-36.4		-0.006		357.0		0.256		
43.750		195.8		0.257		-157.2		-0.272		-44.2		-0.006		353.0		0.263		
43.848		198.0		0.259		-151.1		-0.258		-49.5		-0.015		349.6		0.256		
43.945		201.1		0.242		-148.9		-0.249		-55.2		-0.004		349.1		0.248		
44.043		205.5		0.249		-141.0		-0.255		-62.2		-0.006		343.5		0.261		
44.141		208.1		0.240		-137.5		-0.251		-71.4		-0.004		343.0		0.241		
44.238		209.0		0.240		-135.3		-0.247		-73.6		-0.013		339.1		0.237		
44.336		209.9		0.247		-129.2		-0.249		-80.6		-0.013		338.3		0.224		
44.434		211.2		0.238		-125.7		-0.232		-87.6		-0.006		337.0		0.252		
44.531		210.3		0.238		-123.0		-0.251		-96.8		-0.004		329.1		0.241		
44.629		212.1		0.236		-117.4		-0.251		-99.5		0.004		327.0		0.226		
44.727		211.2		0.236		-112.5		-0.247		-102.5		-0.002		320.0		0.239		
44.824		213.0		0.240		-110.3		-0.239		-109.1		-0.032		317.0		0.218		
44.922		214.7		0.238		-107.3		-0.025		-110.4		-0.226		322.2		0.224		
45.020		211.7		0.240		-99.0		-0.015		-114.3		-0.247		328.3		0.246		
45.117		216.1		0.240		-93.3		0.004		-118.7		-0.251		331.7		0.248		
45.215		213.0		0.242		-87.6		-0.013		-127.9		-0.243		335.2		0.237		
45.313		209.9		0.238		-84.5		-0.002		-131.4		-0.262		339.6		0.248		
45.410		214.3		0.247		-76.6		0.004		-134.5		-0.245		345.2		0.263		
45.508		213.4		0.253		-73.6		-0.006		-136.7		-0.264		349.1		0.263		
45.605		211.7		0.253		-69.6		-0.004		-138.4		-0.264		349.6		0.246		
45.703		213.9		0.270		-61.7		-0.015		-145.0		-0.260		358.3		0.265		
45.801		213.4		0.253		-51.7		0.000		-149.4		-0.262		359.1		0.256		
45.898		212.1		0.255		-47.3		-0.008		-153.8		-0.270		364.3		0.271		
45.996		206.8		0.264		-37.7		0.002		-159.9		-0.270		364.3		0.263		
46.094		202.4		0.261		-27.6		-0.013		-163.9		-0.281		368.7		0.259		
46.191		199.3		0.272		-25.4		-0.002		-163.9		-0.268		362.2		0.261		
46.289		193.2		0.264		-21.5		-0.004		-171.3		-0.262		362.6		0.263		
46.387		188.3		0.261		-14.9		-0.006		-176.1		-0.272		362.2		0.274		
46.484		185.3		0.259		-6.1		-0.032		-180.1		-0.260		361.3		0.276		
46.582		178.2		0.257		3.5		0.008		-180.9		-0.272		359.1		0.269		
46.680		175.1		0.266		12.7		0.004		-184.9		-0.256		361.3		0.267		
46.777		169.0		0.266		20.1		-0.002		-188.0		-0.277		357.8		0.259		
46.875		165.5		0.257		25.8		0.002		-191.5		-0.264		361.3		0.263		
46.973		162.4		0.268		35.9		-0.006		-195.4		-0.256		360.4		0.269		
47.070		158.0		0.266		39.8		0.008		-198.9		-0.258		355.2		0.256		
47.168		153.6		0.255		48.2		-0.008		-200.7		-0.264		352.6		0.256		
47.266		147.9		0.259		53.0		0.000		-201.1		-0.262		350.0		0.256		
47.363		143.9		0.255		61.3		0.002		-206.8		-0.268		345.7		0.259		
47.461		141.3		0.259		68.7		-0.006		-211.2		-0.251		346.5		0.244		
47.559		136.0		0.251		74.4		0.000		-209.0		-0.258		340.9		0.246		
47.656		131.6		0.255		79.3		-0.011		-209.0		-0.245		337.8		0.239		
47.754		130.3		0.242		88.9		0.002		-210.7		-0.247		334.8		0.241		
47.852		123.7		0.242		93.3		-0.006		-215.1		-0.245		333.0		0.246		
47.949		115.7		0.234		97.6		0.011		-208.5		-0.245		329.6		0.233		
48.047		112.7		0.238		102.9		-0.008		-212.5		-0.245		324.3		0.237		
48.145		109.1		0.232		109.0		0.000		-212.5		-0.237		318.7		0.241		
48.242		109.1		0.089		109.0		0.158		-214.7		-0.249		322.2		0.244		
48.340		101.2		0.000		116.0		0.239		-212.0		-0.249		327.4		0.233		
48.438		98.1		0.000		119.1		0.241		-213.8		-0.243		333.5		0.239		
48.535		91.5		-0.008		124.8		0.236		-211.6		-0.260		338.7		0.248		
48.633		83.2		0.002		130.9		0.251		-216.0		-0.251		343.9		0.256		
48.730		80.1		0.015		132.7		0.260		-214.7		-0.251		347.0		0.250		
48.828		77.4		-0.008		135.7		0.258		-216.0		-0.268		349.6		0.254		
48.926		68.6		-0.006		140.6		0.260		-213.4		-0.262		350.0		0.248		
49.023		63.4		-0.002		141.9		0.251		-216.0		-0.262		356.1		0.256		
49.121		56.3		-0.008		149.3		0.268		-213.4		-0.281		359.6		0.263		
49.219		50.2		0.000		150.2		0.270		-213.4		-0.270		364.8		0.261		
49.316		39.2		-0.002		155.9		0.279		-212.0		-0.281		364.3		0.267		
49.414		33.4		-0.008		158.9		0.262		-205.5		-0.277		365.2		0.254		
49.512		29.0		0.004		164.6		0.268		-201.1		-0.264		360.0		0.280		
49.609		22.0		-0.002		166.0		0.264		-200.2		-0.277		362.6		0.267		
49.707		14.1		-0.002		169.9		0.262		-193.2		-0.266		366.1		0.267		
49.805		9.7		0.000		177.3		0.262		-186.6		-0.272		360.0		0.250		
49.902		-0.9		0.006		181.7		0.268		-183.1		-0.277		360.0		0.256		
