Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.19		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
Time 		E1		I1		E2		I2		E3		I3		E4		I4		
(ms)		(V)		(A)		(V)		(A)		(V)		(A)		(V)		(A)		
31.738		-122.3		-0.013		212.8		0.310		-93.8		0.006		214.3		0.318		
31.836		-127.2		0.000		214.1		0.310		-92.4		-0.017		211.3		0.303		
31.934		-128.5		-0.008		213.2		0.304		-85.9		0.004		214.3		0.318		
32.031		-133.3		0.002		212.4		0.323		-77.1		0.002		214.3		0.312		
32.129		-136.9		-0.008		210.6		0.321		-75.4		-0.004		215.2		0.308		
32.227		-141.7		-0.004		213.2		0.319		-69.7		-0.002		215.7		0.310		
32.324		-144.8		-0.008		209.7		0.308		-61.8		-0.011		213.5		0.323		
32.422		-148.7		-0.011		209.7		0.315		-55.6		0.008		210.9		0.312		
32.520		-152.7		-0.013		213.7		0.325		-51.7		0.000		213.0		0.306		
32.617		-159.7		-0.013		208.0		0.308		-39.4		-0.006		208.3		0.314		
32.715		-162.8		0.002		204.5		0.300		-32.0		-0.002		203.0		0.297		
32.813		-166.8		-0.002		198.8		0.296		-26.7		0.013		195.7		0.284		
32.910		-172.9		-0.011		194.0		0.296		-20.2		-0.008		196.5		0.293		
33.008		-174.7		-0.004		189.2		0.283		-13.6		-0.006		189.6		0.284		
33.105		-177.3		-0.002		187.8		0.264		-7.0		0.004		183.9		0.269		
33.203		-183.5		-0.011		180.4		0.270		2.2		0.002		177.8		0.265		
33.301		-183.9		-0.002		173.4		0.249		10.5		-0.006		177.4		0.256		
33.398		-189.7		-0.004		171.6		0.253		16.2		0.006		170.0		0.252		
33.496		-194.9		-0.008		166.8		0.245		25.4		-0.004		166.5		0.244		
33.594		-196.3		-0.011		162.5		0.243		32.9		0.000		160.0		0.226		
33.691		-197.1		0.000		158.9		0.234		42.1		0.002		159.6		0.235		
33.789		-197.6		0.004		152.8		0.232		47.8		0.011		153.0		0.222		
33.887		-201.1		-0.017		148.9		0.220		54.8		-0.002		148.7		0.233		
33.984		-205.1		-0.002		142.7		0.207		60.0		-0.013		142.6		0.199		
34.082		-207.3		0.008		139.7		0.217		67.5		-0.004		140.4		0.207		
34.180		-208.1		0.004		134.4		0.190		74.9		-0.002		133.9		0.201		
34.277		-209.5		0.011		129.2		0.188		80.6		0.002		130.9		0.197		
34.375		-212.5		-0.002		126.1		0.182		85.0		0.006		127.0		0.188		
34.473		-213.0		0.004		120.4		0.188		93.8		-0.011		122.6		0.182		
34.570		-212.5		-0.002		119.1		0.171		99.0		-0.004		117.8		0.182		
34.668		-214.3		-0.011		112.5		0.169		103.0		-0.004		113.9		0.177		
34.766		-212.5		-0.008		107.3		0.173		106.5		-0.006		107.8		0.162		
34.863		-212.5		0.000		109.0		0.046		106.5		0.137		107.0		0.158		
34.961		-213.9		0.000		102.0		0.006		113.9		0.163		113.5		0.160		
35.059		-211.7		0.002		94.1		0.004		117.4		0.173		118.7		0.169		
35.156		-212.5		0.004		88.9		-0.004		124.4		0.173		122.2		0.175		
35.254		-214.7		-0.002		84.9		-0.008		127.5		0.186		127.8		0.188		
35.352		-216.1		-0.017		79.3		0.002		131.0		0.196		132.2		0.190		
35.449		-214.7		-0.015		74.9		0.004		137.6		0.203		136.1		0.190		
35.547		-213.4		-0.008		66.1		-0.004		141.5		0.211		135.2		0.205		
35.645		-214.3		-0.008		59.1		-0.006		141.9		0.207		142.2		0.218		
35.742		-211.2		-0.019		49.5		0.002		146.3		0.230		149.1		0.216		
35.840		-210.3		0.004		43.8		-0.008		151.6		0.222		153.5		0.226		
35.938		-208.1		-0.013		36.3		0.002		156.4		0.237		157.4		0.231		
36.035		-205.1		-0.013		31.1		-0.006		161.7		0.239		160.4		0.248		
36.133		-198.9		-0.013		23.6		0.000		165.6		0.243		164.8		0.241		
36.230		-197.6		-0.004		18.0		-0.002		172.6		0.249		173.0		0.250		
36.328		-192.3		0.008		12.3		0.002		172.6		0.258		176.1		0.259		
36.426		-186.1		-0.002		4.8		-0.004		177.9		0.268		178.3		0.271		
36.523		-181.7		0.000		-1.3		-0.004		182.7		0.272		181.7		0.271		
36.621		-175.6		0.002		-9.2		-0.015		186.2		0.270		184.8		0.267		
36.719		-171.6		-0.017		-21.5		-0.011		190.6		0.285		192.6		0.276		
36.816		-169.9		-0.013		-28.5		-0.008		190.6		0.289		192.6		0.276		
36.914		-165.5		-0.002		-35.0		-0.006		194.5		0.279		193.9		0.284		
37.012		-160.6		0.004		-39.8		0.008		197.6		0.287		197.8		0.291		
37.109		-154.0		-0.004		-47.3		-0.006		201.1		0.296		200.9		0.286		
37.207		-151.8		-0.008		-55.6		-0.006		202.8		0.302		203.0		0.310		
37.305		-150.1		-0.004		-63.5		-0.002		204.2		0.306		205.2		0.288		
37.402		-141.7		-0.015		-69.2		-0.006		204.2		0.315		206.5		0.310		
37.500		-133.8		0.002		-74.9		-0.015		205.5		0.313		206.1		0.323		
37.598		-134.7		-0.008		-81.4		-0.006		206.4		0.310		208.7		0.306		
37.695		-130.3		-0.002		-86.7		-0.008		209.4		0.317		210.9		0.325		
37.793		-124.1		-0.002		-92.4		-0.013		212.5		0.319		211.7		0.314		
37.891		-118.8		-0.013		-99.4		-0.002		211.2		0.313		210.9		0.314		
37.988		-115.3		0.004		-102.5		-0.006		211.2		0.310		211.3		0.318		
38.086		-108.3		0.004		-109.9		0.013		212.9		0.308		215.2		0.299		
38.184		-109.6		0.002		-112.5		0.006		215.6		0.304		211.7		0.303		
38.281		-100.8		-0.013		-115.6		0.000		211.6		0.310		213.5		0.312		
38.379		-95.5		-0.015		-121.3		0.000		213.4		0.317		216.1		0.318		
38.477		-89.8		-0.002		-124.8		0.000		217.7		0.310		212.2		0.325		
38.574		-83.2		0.000		-131.4		-0.011		213.4		0.294		213.5		0.338		
38.672		-79.2		0.002		-135.3		-0.002		215.6		0.317		214.3		0.303		
38.770		-74.8		-0.004		-138.4		-0.008		212.0		0.315		215.2		0.325		
38.867		-70.4		-0.004		-142.3		-0.015		212.5		0.327		214.3		0.323		
38.965		-64.2		-0.004		-144.9		0.011		214.7		0.317		214.8		0.314		
39.063		-57.2		-0.002		-149.3		-0.013		211.6		0.306		213.9		0.310		
39.160		-51.0		-0.002		-151.1		-0.006		209.4		0.317		210.4		0.308		
39.258		-41.4		-0.008		-158.9		0.006		213.4		0.298		210.0		0.316		
39.355		-36.1		0.000		-162.0		0.004		207.7		0.310		208.3		0.310		
39.453		-28.6		-0.006		-167.3		-0.006		202.8		0.310		203.0		0.293		
39.551		-23.3		0.000		-169.0		0.011		199.3		0.300		199.1		0.295		
39.648		-15.0		0.000		-175.2		-0.011		192.8		0.291		196.1		0.288		
39.746		-10.6		-0.004		-179.1		-0.008		186.2		0.281		187.4		0.278		
39.844		1.3		0.002		-180.0		0.002		180.9		0.277		184.3		0.263		
39.941		8.4		0.000		-185.7		-0.006		178.3		0.251		178.3		0.254		
40.039		12.3		-0.008		-188.7		-0.008		171.3		0.260		173.0		0.265		
40.137		23.3		0.000		-195.7		-0.011		170.9		0.247		166.5		0.246		
40.234		28.6		-0.006		-195.3		-0.004		164.7		0.256		166.1		0.250		
40.332		36.1		0.000		-199.7		0.000		159.9		0.237		160.0		0.246		
40.430		42.7		0.004		-201.4		-0.008		155.5		0.239		154.8		0.237		
40.527		50.2		0.000		-205.4		-0.011		151.6		0.220		150.9		0.222		
40.625		59.4		-0.004		-204.9		-0.006		149.4		0.222		146.1		0.226		
40.723		64.2		0.002		-209.7		-0.015		142.8		0.220		139.6		0.222		
40.820		71.7		0.000		-206.7		0.000		138.0		0.205		138.3		0.192		
40.918		77.9		0.000		-209.3		0.002		133.6		0.190		134.8		0.194		
41.016		87.1		0.000		-211.5		0.000		130.6		0.194		129.6		0.192		
41.113		92.4		0.006		-211.5		-0.002		125.3		0.182		125.2		0.188		
41.211		97.2		0.013		-214.6		-0.015		120.5		0.177		118.7		0.192		
41.309		104.3		0.006		-215.0		0.000		113.5		0.167		112.6		0.156		
41.406		107.8		0.006		-215.0		-0.006		110.4		0.156		110.9		0.158		
41.504		108.7		0.084		-210.2		-0.002		109.5		0.059		106.5		0.158		
41.602		115.3		0.177		-213.2		-0.002		99.9		0.006		113.5		0.182		
41.699		118.4		0.175		-214.6		0.002		95.1		0.011		119.1		0.184		
41.797		125.4		0.186		-215.9		0.013		89.4		0.002		126.1		0.203		
41.895		129.4		0.194		-218.5		-0.017		86.7		0.002		127.0		0.179		
41.992		132.5		0.194		-215.4		-0.011		84.1		0.000		134.3		0.186		
42.090		136.0		0.198		-214.6		-0.004		77.5		0.006		138.7		0.203		
42.188		139.1		0.211		-215.9		-0.006		72.3		0.000		138.3		0.197		
42.285		144.3		0.215		-214.6		-0.002		64.0		-0.006		143.5		0.203		
42.383		147.0		0.228		-211.5		0.006		56.5		-0.011		147.8		0.216		
42.480		153.6		0.228		-212.8		0.006		53.0		-0.006		152.2		0.218		
42.578		159.7		0.232		-207.1		-0.013		40.7		0.002		157.4		0.229		
42.676		158.9		0.242		-206.2		0.000		37.7		-0.004		158.3		0.231		
42.773		168.1		0.242		-201.9		-0.002		31.5		0.006		167.0		0.254		
42.871		167.2		0.249		-195.7		-0.006		19.7		0.011		168.3		0.265		
42.969		175.6		0.251		-192.2		-0.006		13.1		0.000		172.6		0.261		
43.066		174.7		0.272		-185.2		-0.013		10.1		-0.004		175.7		0.263		
43.164		180.4		0.268		-180.8		-0.002		1.3		0.000		180.9		0.259		
43.262		183.5		0.276		-177.3		-0.006		-8.8		-0.021		183.5		0.274		
43.359		188.8		0.272		-172.5		-0.006		-17.1		-0.004		187.8		0.282		
43.457		188.3		0.287		-169.0		-0.011		-21.9		0.006		190.4		0.288		
43.555		192.3		0.283		-163.8		-0.004		-30.7		-0.004		193.0		0.284		
43.652		196.7		0.283		-159.4		-0.006		-37.7		-0.004		195.7		0.286		
43.750		199.8		0.289		-158.1		-0.011		-47.8		-0.013		197.8		0.301		
43.848		204.2		0.304		-151.5		0.006		-48.6		0.011		201.7		0.295		
43.945		200.7		0.304		-148.4		-0.008		-58.7		0.004		205.2		0.295		
44.043		206.8		0.302		-142.7		0.004		-64.8		-0.002		206.1		0.306		
44.141		206.4		0.297		-135.7		0.008		-74.0		-0.004		206.5		0.312		
44.238		213.0		0.310		-134.4		-0.002		-79.3		0.000		206.5		0.303		
44.336		209.9		0.314		-125.7		0.004		-83.2		-0.008		212.6		0.306		
44.434		209.9		0.308		-127.4		0.008		-91.1		-0.002		209.1		0.312		
44.531		211.2		0.316		-121.7		-0.006		-95.1		-0.004		211.3		0.321		
44.629		212.1		0.302		-118.7		-0.004		-103.0		0.000		211.3		0.318		
44.727		213.9		0.312		-112.5		0.000		-105.1		-0.004		213.0		0.321		
44.824		212.5		0.318		-105.1		0.000		-110.4		0.004		212.6		0.318		
44.922		212.5		0.312		-104.2		-0.019		-115.7		-0.002		213.0		0.308		
45.020		213.0		0.312		-98.1		-0.011		-124.0		-0.017		213.0		0.321		
45.117		212.5		0.318		-91.5		-0.002		-124.4		0.000		211.7		0.329		
45.215		214.3		0.318		-87.6		-0.008		-129.2		-0.002		213.0		0.318		
45.313		215.2		0.327		-78.4		0.017		-134.1		-0.006		210.9		0.314		
45.410		214.7		0.308		-74.9		-0.015		-136.3		-0.004		210.0		0.312		
45.508		213.0		0.316		-70.9		-0.006		-140.2		0.002		215.2		0.306		
45.605		213.9		0.318		-63.1		-0.002		-144.1		-0.002		212.6		0.323		
45.703		214.3		0.314		-55.2		0.002		-147.2		-0.008		213.5		0.310		
45.801		208.6		0.316		-47.3		-0.002		-154.2		0.000		209.6		0.306		
45.898		205.5		0.308		-41.6		-0.019		-158.2		-0.004		207.0		0.303		
45.996		206.4		0.302		-35.5		-0.015		-161.2		0.000		204.8		0.297		
46.094		203.7		0.302		-28.5		-0.008		-169.1		-0.006		202.6		0.297		
46.191		195.8		0.285		-23.6		-0.002		-168.2		0.004		195.7		0.286		
46.289		190.5		0.274		-12.7		-0.021		-175.7		-0.006		191.7		0.286		
46.387		187.9		0.272		-9.6		-0.013		-179.2		-0.004		187.0		0.280		
46.484		183.9		0.268		-2.6		0.004		-179.6		-0.015		182.2		0.265		
46.582		178.2		0.268		5.3		0.002		-182.7		0.004		173.9		0.248		
46.680		176.9		0.257		12.7		0.002		-189.3		0.004		172.6		0.256		
46.777		165.5		0.245		24.5		-0.006		-195.8		-0.006		168.7		0.250		
46.875		167.7		0.242		27.6		0.004		-193.6		0.002		164.8		0.241		
46.973		160.2		0.249		35.0		0.015		-199.8		-0.004		161.7		0.244		
47.070		158.4		0.236		42.9		-0.002		-199.3		-0.002		155.7		0.226		
47.168		151.8		0.232		51.2		0.000		-204.6		-0.004		152.6		0.220		
47.266		147.9		0.217		58.7		0.000		-206.8		0.000		147.8		0.226		
47.363		145.2		0.215		63.1		0.000		-208.5		-0.013		141.3		0.205		
47.461		140.4		0.207		72.2		-0.006		-211.6		-0.013		137.8		0.207		
47.559		135.1		0.213		77.5		0.002		-213.4		-0.006		134.3		0.201		
47.656		129.4		0.190		84.1		0.013		-212.5		-0.019		127.0		0.194		
47.754		126.3		0.183		88.5		-0.011		-211.6		-0.002		124.3		0.192		
47.852		121.9		0.181		97.2		-0.002		-212.5		0.000		121.7		0.173		
47.949		114.9		0.177		101.1		-0.006		-213.8		-0.011		114.8		0.160		
48.047		113.1		0.164		104.7		0.008		-213.4		-0.006		110.9		0.158		
48.145		111.3		0.127		109.5		0.038		-211.6		0.015		109.1		0.160		
48.242		105.2		-0.004		112.5		0.171		-212.0		0.011		114.3		0.175		
48.340		100.3		0.006		120.0		0.190		-216.0		-0.017		114.3		0.173		
48.438		93.7		-0.015		123.0		0.190		-211.6		0.002		123.0		0.182		
48.535		88.4		-0.004		126.5		0.198		-212.9		0.002		127.0		0.192		
48.633		79.2		-0.011		130.9		0.194		-213.4		0.002		133.0		0.197		
48.730		76.1		-0.006		131.8		0.203		-213.8		-0.013		135.2		0.205		
48.828		73.9		0.000		137.1		0.207		-214.2		-0.006		137.8		0.197		
48.926		66.0		-0.002		143.2		0.209		-216.0		-0.008		141.7		0.216		
49.023		59.0		-0.004		145.8		0.220		-213.4		-0.011		149.1		0.212		
49.121		53.2		0.002		150.6		0.226		-211.6		-0.015		148.3		0.233		
49.219		47.1		-0.017		151.1		0.236		-212.5		-0.004		153.5		0.222		
49.316		37.8		0.006		160.7		0.226		-208.1		0.006		158.7		0.231		
49.414		28.2		0.006		164.6		0.249		-206.4		-0.019		162.2		0.241		
49.512		24.2		-0.002		167.3		0.253		-199.8		-0.011		168.3		0.248		
49.609		15.8		0.000		173.4		0.266		-195.4		-0.008		173.9		0.254		
49.707		11.0		-0.008		173.8		0.262		-188.8		-0.002		175.7		0.261		
49.805		5.7		0.006		177.8		0.258		-185.3		-0.013		177.8		0.263		
49.902		-4.4		-0.004		181.7		0.274		-181.8		0.002		183.9		0.267		
